lat,long,aptos_por_local,local_de_votacao,zona_eleitoral_nro,bairro,endereco,secoes_eleitorais,zona_eleitoral_nome,secao,PT,PMDB,PSDB,PSD
-46.653919,-23.479321,3403.0,EMEF. MARCÍLIO DIAS,422.0,JARDIM PEDRA BRANCA,"RUA RIBEIRO JUNQUEIRA, 259, São Paulo",Da 173ª à 178ª; 283ª; 307ª; 311ª; 364ª;,LAUZANE PAULISTA,2318.0,320.0,211.0,499.0,135.0
-46.596794,-23.478992,7329.0,EE. PROF. JOSÉ DO AMARAL MELLO,349.0,VILA NOVA GALVÃO,"RUA ALPHEU LUIZ GASPARINO, 84, São Paulo",366ª; 385ª; 401ª; 409ª; 411ª; 415ª; 417ª; 426ª; 429ª; 458ª; 485ª; 503ª; 523ª; 544ª; 566ª; 584ª; 594ª; 607ª; 615ª; 632ª;,JAÇANÃ,9770.0,1029.0,241.0,659.0,441.0
-46.6623,-23.4788,1730.0,COLÉGIO VIP,422.0,VILA CELESTE,"AVENIDA IMIRIM, 3830, São Paulo",Da 250ª à 253ª; 321ª;,LAUZANE PAULISTA,1327.0,210.0,107.0,239.0,75.0
-46.706394,-23.478531,4003.0,EMEF. ÉRICO VERÍSSIMO,327.0,VILA MARINA,"RUA RAFAEL ALVES, 295, São Paulo",Da 160ª à 169ª; 548ª;,NOSSA SENHORA DO Ó,2193.0,489.0,118.0,825.0,107.0
-46.710667,-23.478525,4024.0,EE. DOUTOR JOAQUIM SILVADO,327.0,VILA ZAT,"RUA MONSENHOR MANOEL GOMES, 306, São Paulo",Da 455ª à 457ª; Da 459ª à 460ª; 463ª; Da 466ª à 467ª; 512ª; 535ª; 545ª;,NOSSA SENHORA DO Ó,5275.0,525.0,139.0,709.0,125.0
-46.583088,-23.478451,3043.0,ESCOLA MUNICIPAL DE ENSINO INFANTIL PROFESSOR ÍTALO BETTARELLO,420.0,VILA MEDEIROS,"AVENIDA JÚLIO BUONO, 2880, São Paulo",Da 275ª à 281ª; 299ª; 321ª;,VILA SABRINA,2566.0,259.0,118.0,369.0,114.0
-46.56251500000001,-23.478209,5308.0,ESCOLA ESTADUAL GABRIELA MISTRAL,420.0,PARQUE EDU CHAVES,"RUA MAJOR BARACCA, 584, São Paulo",Da 1ª à 14ª; 303ª;,VILA SABRINA,408.0,400.0,161.0,720.0,182.0
-46.56823,-23.47818,6343.0,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL GENERAL JÚLIO MARCONDES SALGADO,420.0,PARQUE EDU CHAVES,"AVENIDA EDU CHAVES, 1289, São Paulo",Da 254ª à 265ª; 293ª; 302ª; 318ª; 335ª; 342ª;,VILA SABRINA,4704.0,535.0,218.0,686.0,217.0
-46.592411,-23.478012,6495.0,EE. ALFREDO INÁCIO TRINDADE,349.0,VILA NIVI,"RUA JOÃO ROSA, 86, São Paulo",Da 326ª à 336ª; 379ª; 414ª; 444ª; 466ª; 486ª; 583ª;,JAÇANÃ,6413.0,408.0,275.0,902.0,415.0
-46.57167800000001,-23.477671,5359.0,ESCOLA ESTADUAL PROVÍNCIA DE NAGASAKI,420.0,JARDIM BRASIL,"RUA DORÂNDIA, 158, São Paulo",Da 219ª à 232ª; 315ª;,VILA SABRINA,3472.0,428.0,195.0,644.0,214.0
-46.606678,-23.477589,6277.0,EE. ALBINO CÉSAR,256.0,VILA MAZZEI,"RUA CAJAMAR, 5, São Paulo",Da 10ª à 19ª; 229ª; 235ª; 240ª; 248ª; 254ª; 348ª;,TUCURUVI,1699.0,300.0,236.0,894.0,514.0
-46.426045,-23.477484,2938.0,EMEF. SENADOR JOSÉ ERMIRIO DE MORAIS,397.0,JARDIM HELENA,"RUA SÃO BRÁS DO SUAÇUI, 159, São Paulo",Da 256ª à 259ª; 289ª; 311ª; 318ª; 354ª;,JARDIM HELENA,2302.0,593.0,57.0,232.0,105.0
-46.6824,-23.4774,695.0,C.I.E.J.A. PROFESSORA ROSE MARY FRASSON,376.0,JARDIM MARACANÃ,"RUA JITAÚNA, 30, São Paulo",458ª; 525ª; 603ª;,BRASILÂNDIA,1586.0,85.0,25.0,150.0,23.0
-46.646801,-23.47727,1784.0,EMEI. PROFº ÊNIO CORREA,422.0,LAUZANE PAULISTA,"AVENIDA BASILEIA, 80, São Paulo",Da 218ª à 222ª.,LAUZANE PAULISTA,1100.0,171.0,68.0,239.0,74.0
-46.74942,-23.476969,4687.0,EE. PROF. JOÃO NOGUEIRA LOTUFO,325.0,JARDIM SANTA MONICA,"RUA JOSÉ MARCOS DE ALBUQUERQUE, 1-B, São Paulo",Da 379ª à 380ª; 391ª; 414ª; 498ª; 513ª; 521ª; 534ª; 578ª; 625ª; 628ª; 634ª;,PIRITUBA,6095.0,411.0,70.0,525.0,155.0
-46.62426,-23.476927,4690.0,EE. PROF. CARLOS DE LAET,249.0,VILA AURORA (ZONA NORTE),"RUA ALBERTINA VIEIRA DA SILVA GORDO, 147, São Paulo",Da 163ª à 173ª; 363ª; 432ª;,SANTANA,2643.0,303.0,198.0,736.0,284.0
-46.573734,-23.476849,2814.0,COLÉGIO DECISÃO,420.0,JARDIM BRASIL,"AVENIDA MENDES DA ROCHA, 1210, São Paulo",290ª; 300ª; 326ª; 328ª; 332ª; 339ª; 346ª; 351ª;,VILA SABRINA,2612.0,314.0,87.0,377.0,78.0
-46.722179,-23.476839,10569.0,EE. PROF. ALÍPIO DE BARROS,325.0,JARDIM CIDADE PIRITUBA,"AV. COMENDADOR FEIZ ZARZUR, S/N, São Paulo",Da 154ª à 168ª; 497ª;,PIRITUBA,2912.0,911.0,234.0,668.0,174.0
-46.722179,-23.476839,10569.0,EMEF. IMPERATRIZ LEOPOLDINA,325.0,JARDIM CIDADE PIRITUBA,"AV. COMENDADOR FEIZ ZARZUR, S/N, São Paulo",Da 169ª à 179ª; 650ª;,PIRITUBA,2564.0,596.0,143.0,515.0,113.0
-46.664001,-23.476732,7749.0,EE. TITO PRATES DA FONSECA,255.0,VILA DOS ANDRADES,"RUA MENDONÇA JÚNIOR, 611, São Paulo",Da 203ª à 217ª; Da 326ª à 328ª; 502ª; 515ª;,CASA VERDE,5148.0,940.0,458.0,1094.0,291.0
-46.611961,-23.47662,3915.0,EE. PROFA. AMENAÍDE BRAGA DE QUEIROZ,256.0,JARDIM FRANCA,"RUA BARRA MANSA, 480, São Paulo",Da 54ª à 63ª.,TUCURUVI,585.0,148.0,163.0,629.0,348.0
-46.676315,-23.476608,4771.0,EMEF. PROFESSOR ANTONIO PRUDENTE,376.0,JARDIM ALMANARA,"RUA MANUEL INÁCIO ALVARENGA, 50, São Paulo",262ª; 270ª; 280ª; 293ª; 308ª; 319ª; 335ª; 357ª; 367ª; 378ª; 390ª; 406ª;,BRASILÂNDIA,3965.0,683.0,173.0,840.0,129.0
-46.60651,-23.47654,3149.0,EE. LUZIA GODOY,256.0,VILA MAZZEI,"RUA AUSÔNIA, 143, São Paulo",309ª; 356ª; 372ª; 385ª; 398ª; 410ª; 440ª; 452ª;,TUCURUVI,3122.0,167.0,135.0,382.0,241.0
-46.626602,-23.476526,2188.0,CEI MADRE CRISTINA,249.0,VILA AURORA (ZONA NORTE),"RUA INÁCIO MAMMANA, 363, São Paulo",454ª; 496ª; 538ª; 560ª; 595ª; 598ª; 635ª;,SANTANA,3876.0,168.0,69.0,309.0,102.0
-46.625977,-23.476473,5878.0,EE. PEDRO ALEXANDRINO,256.0,VILA NOVA MAZZEI,"RUA DOS IMBIRAS, 49, São Paulo",Da 200ª à 213ª; 341ª;,TUCURUVI,3232.0,306.0,237.0,806.0,477.0
-46.647205,-23.476404,5231.0,EMEF. MARCOS MELEGA,422.0,LAUZANE PAULISTA,"RUA MONT BLANC, 98, São Paulo",Da 116ª à 129ª.,LAUZANE PAULISTA,1715.0,476.0,277.0,649.0,228.0
-46.693119,-23.47632,7692.0,EE. PROFESSOR EDGARD PIMENTEL REZENDE,376.0,VILA NINA,"RUA JERÔNIMO SOUTO MAIOR, 120, São Paulo",Da 53ª à 71ª; 265ª;,BRASILÂNDIA,1443.0,962.0,222.0,1485.0,198.0
-46.633282,-23.476191,4867.0,E.E. ALM. VISCONDE DE INHAUMA,422.0,JARDIM PICOLO,"AVENIDA GUACÁ, 1382, São Paulo",Da 1ª à 14ª.,LAUZANE PAULISTA,105.0,267.0,270.0,834.0,286.0
-46.670239,-23.47617,3418.0,EMEF. PROF. GILBERTO DUPAS,255.0,VILA HEBE,"AVENIDA DEPUTADO EMÍLIO CARLOS, 3641, São Paulo",386ª; 398ª; 408ª; 416ª; 428ª; 434ª; 451ª; 464ª; 471ª; 476ª;,CASA VERDE,4332.0,363.0,230.0,445.0,106.0
-46.612049,-23.47579,2665.0,COLÉGIO JARDIM FRANÇA,256.0,TUCURUVI,"AV. NOVA CANTAREIRA, 2534, São Paulo",230ª; 234ª; 243ª; 247ª; 250ª; 252ª; 255ª;,TUCURUVI,1711.0,133.0,115.0,387.0,224.0
-46.634117,-23.475702,2138.0,CENTRO EDUCACIONAL MONTEIRO LOBATO,422.0,MANDAQUI,"AVENIDA ZUMKELLER, 400, São Paulo",277ª; 298ª; 324ª; 334ª; 345ª; 354ª; 358ª;,LAUZANE PAULISTA,2290.0,127.0,158.0,368.0,132.0
-46.581577,-23.47538,5352.0,EMEF. LOURENÇO FILHO,349.0,VILA CONSTÂNCIA,"RUA SÃO GERALDINO, 212, São Paulo",Da 53ª à 66ª; 581ª;,JAÇANÃ,1414.0,371.0,200.0,935.0,219.0
-46.64851,-23.475109,1420.0,EMEI. SAVA POPOVIC,422.0,LAUZANE PAULISTA,"RUA FRIBURGO, 12, São Paulo",287ª; 294ª; 323ª; 336ª;,LAUZANE PAULISTA,1240.0,129.0,76.0,167.0,68.0
-46.70044,-23.474653,3166.0,EE. PROFESSOR OSMAR BASTOS CONCEIÇÃO,376.0,JARDIM MARISTELA,"RUA DOUTOR PINHEIRO DE FARIA, 40, São Paulo",284ª; 302ª; 327ª; 353ª; 371ª; 387ª; 401ª; 416ª;,BRASILÂNDIA,2841.0,366.0,100.0,745.0,99.0
-46.613129,-23.47455,3450.0,INSTITUTO EDUCACIONAL SANTA JOANA D'ARC,256.0,TUCURUVI,"AV. NOVA CANTAREIRA, 2724, São Paulo",Da 1ª à 9ª.,TUCURUVI,45.0,174.0,135.0,485.0,264.0
-46.56234,-23.474102,6565.0,ESCOLA ESTADUAL  JOHANN GUTENBERG,420.0,PARQUE EDU CHAVES,"RUA CAPITÃO BUSSE, 391, São Paulo",Da 15ª à 32ª.,VILA SABRINA,423.0,537.0,225.0,953.0,219.0
-46.715671,-23.4741,4123.0,EE. JORNALISTA CARLOS FREDERICO WERNECK LACERDA,327.0,VILA ZAT,"RUA CONCEIÇÃO DO NORTE, 906, São Paulo",462ª; 465ª; Da 468ª à 471ª; 477ª; 521ª; 530ª; 536ª; 542ª;,NOSSA SENHORA DO Ó,5411.0,889.0,116.0,383.0,116.0
-46.684311,-23.473989000000003,4122.0,EE. PROFESSORA ELIZABETH APARECIDA SIMÕES MESQUITA,376.0,VILA PENTEADO,"AVENIDA JOSE DA NATIVIDADE SALDANHA, S/N, São Paulo",Da 81ª à 90ª; 556ª;,BRASILÂNDIA,1411.0,571.0,160.0,735.0,101.0
-46.677368,-23.47394,3456.0,EE. PROFESSORA OLINDA LEITE SINISGALI,376.0,VILA PENTEADO,"RUA EMÍLIO KEMP, 126, São Paulo",420ª; 433ª; 450ª; 475ª; 499ª; 526ª; 555ª; 588ª; 599ª; 615ª; 642ª;,BRASILÂNDIA,5802.0,444.0,141.0,627.0,97.0
-46.688122,-23.473841,6723.0,EE. PROFESSOR JAIR TOLEDO XAVIER,376.0,JARDIM DO TIRO,"RUA JOAQUIM DE ALMEIDA MORAIS, S/N, São Paulo",279ª; 288ª; 295ª; 300ª; 307ª; 315ª; 324ª; 331ª; 345ª; 351ª; 356ª; 423ª; 441ª; 463ª; 480ª; 500ª; 547ª;,BRASILÂNDIA,6345.0,818.0,231.0,1496.0,169.0
-46.58060800000001,-23.473829,3193.0,EE. PROF. LUIZ AMARAL WAGNER,349.0,VILA CONSTÂNCIA,"RUA DR. NICOLINO MORENA, 541, São Paulo",423ª; 456ª; 468ª; 487ª; 508ª; 534ª; 560ª; 598ª; 621ª;,JAÇANÃ,4655.0,221.0,104.0,532.0,130.0
-46.679913,-23.473539,2089.0,CEI VILA PENTEADO,376.0,VILA PENTEADO,"RUA LUIZ JOSÉ JUNQUEIRA FREIRE, 125, São Paulo",440ª; 452ª; 469ª; 481ª; 492ª; 550ª;,BRASILÂNDIA,2884.0,269.0,79.0,421.0,40.0
-46.644775,-23.473537,4052.0,EMEF. PROFA. NILCE CRUZ FIGUEIREDO,422.0,LAUZANE PAULISTA,"AVENIDA CORONEL MANUEL PY, 168, São Paulo",Da 239ª à 245ª; 291ª; 312ª; 329ª; 344ª; 357ª;,LAUZANE PAULISTA,3327.0,393.0,173.0,464.0,186.0
-46.735939,-23.47335,37.0,INTERNATO PIRITUBA,325.0,PIRITUBA,"RUA STEFANO MAUSER, 651, São Paulo",662ª.,PIRITUBA,662.0,2.0,0.0,0.0,0.0
-46.65049000000001,-23.47335,1739.0,E.E. MARLY DIVA BONFANTI,422.0,VILA NOVA CACHOEIRINHA,"RUA PEDRO OSÓRIO FILHO, 996, São Paulo",305ª; 325ª; 331ª; 342ª; 348ª; 362ª;,LAUZANE PAULISTA,2013.0,174.0,84.0,219.0,63.0
-46.587063,-23.473265,5261.0,EMEF. EDSON RODRIGUES,349.0,VILA CONSTÂNCIA,"RUA FILADELFO GOUVEIA NETO, 131, São Paulo",Da 196ª à 206ª; 387ª; 398ª; 403ª; 589ª;,JAÇANÃ,3988.0,325.0,255.0,958.0,269.0
-46.583576,-23.473009,2268.0,EMEI. PROFA. OTTÍLIA DE JESUS PIRES,349.0,JAÇANÃ,"RUA SÃO LUIZ GONZAGA, 62, São Paulo",450ª; 462ª; 469ª; 482ª; 497ª; 521ª;,JAÇANÃ,2881.0,189.0,96.0,334.0,108.0
-46.693008,-23.472923,1911.0,EMEI PROFESSOR TITO LIVIO FERREIRA,376.0,VILA NINA,"RUA JERÔNIMO SOUTO MAIOR, 300, São Paulo",414ª; 434ª; 447ª; 462ª; 478ª; 557ª; 578ª;,BRASILÂNDIA,3370.0,238.0,54.0,392.0,38.0
-46.566368,-23.472851,1416.0,ESCOLA ESTADUAL PROFESSORA DIRCE PASTORE DONATO,420.0,PARQUE EDU CHAVES,"RUA BOM JESUS DA CACHOEIRA, 456, São Paulo",Da 282ª à 283ª; 322ª; 329ª; 352ª; 358ª;,VILA SABRINA,1926.0,193.0,33.0,144.0,36.0
-46.618298,-23.472717000000006,4104.0,COLÉGIO OBJETIVO CANTAREIRA,256.0,ÁGUA FRIA,"AV. ÁGUA FRIA, 1913, São Paulo",320ª; 324ª; 359ª; 371ª; 393ª; 402ª; 421ª; 434ª; 442ª; 446ª; 448ª;,TUCURUVI,4360.0,177.0,162.0,642.0,379.0
-46.58662,-23.472549,700.0,EMEI. PROFA. VERA ARNONI SCALQUETTE,349.0,VILA NIVI,"RUA TANQUE VELHO, 2277, São Paulo",549ª; 590ª;,JAÇANÃ,1139.0,31.0,32.0,111.0,42.0
-46.634899,-23.472071,1359.0,EMEI MARINA NOGUEIRA DE SOUZA MARTINS,422.0,PARQUE MANDAQUI,"AVENIDA DIREITOS HUMANOS, 2767, São Paulo",Da 229ª à 231ª; 317ª;,LAUZANE PAULISTA,1007.0,117.0,67.0,189.0,76.0
-46.654266,-23.471941,2481.0,EMEF. PROF. ROBERTO PATRÍCIO,255.0,VILA NOVA CACHOEIRINHA,"RUA ANTÔNIO DOMINGUES FREITAS, 147, São Paulo",387ª; 401ª; 413ª; 421ª; 443ª; 458ª; 482ª; 527ª;,CASA VERDE,3532.0,215.0,121.0,368.0,114.0
-46.703026,-23.471705,6290.0,EE. CLODOMIRO CARNEIRO,376.0,SÍTIO MORRO GRANDE,"RUA MANOEL DE SOUZA AZEVEDO, 364, São Paulo",Da 127ª à 141ª; 334ª; 553ª;,BRASILÂNDIA,2897.0,737.0,202.0,1267.0,263.0
-46.669235,-23.471434,1333.0,CEU DA PAZ - EMEF SENADOR TEOTONIO VILELA,376.0,JARDIM PARANÁ,"RUA DANIEL CERRI, 1549, São Paulo",457ª; 495ª; 535ª; 579ª; 611ª; 637ª;,BRASILÂNDIA,3314.0,405.0,29.0,164.0,33.0
-46.68354,-23.471251,6523.0,EE. CHIQUINHA RODRIGUES,376.0,VILA PENTEADO,"RUA CAIAPÉ, S/N, São Paulo",Da 91ª à 105ª; 251ª; 529ª;,BRASILÂNDIA,2250.0,860.0,338.0,1138.0,172.0
-46.721149,-23.471218,627.0,EE. NOSSA SENHORA DO RETIRO,327.0,VILA NOSSA SENHORA DO RETIRO,"RUA MARGARIDA RAMALHO (DR. PEDRO DE MUSTRE PORTUGAL, 265), São Paulo",Da 568ª à 571ª; Da 574ª à 575ª;,NOSSA SENHORA DO Ó,3427.0,113.0,15.0,48.0,13.0
-46.74659000000001,-23.471041,4617.0,EE. DR. AGENOR COUTO DE MAGALHÃES,325.0,VILA CLARICE,"AV. GUILHERME MANKEL, 99, São Paulo",Da 37ª à 46ª; 333ª; 352ª; 653ª;,PIRITUBA,1753.0,351.0,102.0,798.0,106.0
-46.673637,-23.470896,4972.0,EMEF. DESEMBARGADOR SEBASTIÃO NOGUEIRA DE LIMA,376.0,VILA RICA,"RUA JOAQUINA MARIA DOS SANTOS, 177, São Paulo",285ª; 287ª; 294ª; Da 303ª à 304ª; 314ª; 330ª; 373ª; 400ª; 422ª; 476ª; 509ª; 565ª;,BRASILÂNDIA,4862.0,568.0,197.0,830.0,169.0
-46.60881,-23.470805,4814.0,EE. CONSELHEIRO RUY BARBOSA,256.0,JARDIM SAO MANOEL,"RUA PROF.  ANTÔNIO CASTELAR DE FRANCESCHI, 200, São Paulo",Da 185ª à 190ª; 239ª; 257ª; 306ª; 339ª; 420ª; 432ª;,TUCURUVI,3118.0,287.0,175.0,679.0,391.0
-46.718849,-23.470535,1647.0,EMEI MANUEL BANDEIRA,376.0,JARDIM MONTE ALEGRE,"RUA ANTONIO GENELLE, 151, São Paulo",430ª; 468ª; 491ª; 516ª; 530ª;,BRASILÂNDIA,2435.0,158.0,52.0,399.0,58.0
-46.59491,-23.47052,4718.0,EE. PROF. ADEMAR HIROSHI SUDA,349.0,PARQUE VITÓRIA,"RUA AGAFITA, 50, São Paulo",Da 185ª à 195ª; 582ª;,JAÇANÃ,2672.0,247.0,223.0,817.0,249.0
-46.655369,-23.470465,6658.0,EE. PROF. ANTÔNIO JOSÉ LEITE,255.0,VILA NOVA CACHOEIRINHA,"RUA DEZ DE MAIO, 271, São Paulo",Da 252ª à 266ª; 339ª; 500ª; 510ª;,CASA VERDE,5234.0,626.0,327.0,954.0,279.0
-46.701832,-23.470207,816.0,EMEF. PROFESSORA CAIRA ALAYDE ALVARENGA MEDEA,376.0,SÍTIO MORRO GRANDE,"RUA XAVIER DA SILVA FERRÃO, 217, São Paulo",524ª; 531ª; 582ª; 601ª;,BRASILÂNDIA,2238.0,68.0,25.0,167.0,39.0
-46.649212,-23.470152,7085.0,E.E. GUILHERME DE ALMEIDA,422.0,VILA AMALIA (ZONA NORTE),"AVENIDA PARADA PINTO, 2355, São Paulo",Da 96ª à 115ª.,LAUZANE PAULISTA,2110.0,746.0,282.0,1092.0,230.0
-46.66367,-23.469919,4430.0,EE. REPÚBLICA DO CHILE,255.0,SÍTIO CASA VERDE,"RUA MARACAIA, 204, São Paulo",Da 218ª à 227ª; Da 373ª à 374ª;,CASA VERDE,2972.0,431.0,211.0,651.0,154.0
-46.581688,-23.46986,7095.0,EE. GUSTAVO BARROSO,349.0,CONJUNTO HABITACIONAL JOVA RURAL,"RUA ALFEU DE ALCÂNTARA MONTEIRO, 100, São Paulo",416ª; 418ª; 420ª; 425ª; 428ª; 430ª; 448ª; 460ª; 475ª; 489ª; 502ª; 515ª; 533ª; 543ª; 556ª; 571ª; 585ª; 597ª; 612ª;,JAÇANÃ,9423.0,1072.0,228.0,572.0,535.0
-46.68647,-23.46978,4187.0,EE. MARTIN EGÍDIO DAMY,376.0,BRASILANDIA,"RUA PAULO GARCIA AQUILINE, 406, São Paulo",Da 72ª à 80ª; 249ª; 511ª;,BRASILÂNDIA,1444.0,537.0,163.0,758.0,96.0
-46.666691,-23.46969,5974.0,EMEF. TENENTE AVIADOR FREDERICO GUSTAVO DOS SANTOS,255.0,CACHOEIRINHA,"AVENIDA GENERAL PENHA BRASIL, 139, São Paulo",Da 228ª à 241ª; 498ª; 507ª;,CASA VERDE,4288.0,707.0,269.0,778.0,207.0
-46.635029,-23.469620000000006,6126.0,E.E. PROFº PAUL HUGON,422.0,CONJUNTO DOS BANCARIOS,"RUA GENERAL JOSÉ DE ALMEIDA BOTELHO, 196, São Paulo",Da 32ª à 47ª; 280ª; 320ª;,LAUZANE PAULISTA,1232.0,447.0,273.0,891.0,280.0
-46.697666,-23.469423000000006,8730.0,EE. JOÃO SOLIMEO,376.0,JARDIM MARISTELA,"ESTRADA DO SABÃO, 1497, São Paulo",Da 1ª à 18ª; 269ª; 273ª; 275ª; 281ª; 561ª;,BRASILÂNDIA,1830.0,1303.0,269.0,1536.0,200.0
-46.690929,-23.469339,4001.0,EMEF. EMBAIXADOR RAUL FERNANDES,376.0,BRASILANDIA,"RUA NAIR RAMOS SCHURING, 2515, São Paulo",352ª; 366ª; 375ª; 384ª; 393ª; 404ª; 412ª; 418ª; 496ª; 502ª; 520ª; 533ª;,BRASILÂNDIA,5155.0,487.0,102.0,684.0,81.0
-46.63937,-23.46903,6015.0,EMEF. COMANDANTE GASTÃO MOUTINHO,422.0,CONJUNTO DOS BANCARIOS,"RUA CORONEL JOÃO DA SILVA FEIJO, 40, São Paulo",Da 15ª à 31ª.,LAUZANE PAULISTA,391.0,420.0,293.0,906.0,287.0
-46.697697,-23.468893,7099.0,EE. PROFESSOR GALDINO LOPES CHAGAS,376.0,JARDIM MARISTELA,"ESTRADA DO SABÃO, 1547, São Paulo",Da 19ª à 36ª.,BRASILÂNDIA,495.0,1073.0,208.0,1228.0,188.0
-46.690479,-23.468611,7847.0,EMEF. GERALDO SESSO JÚNIOR,376.0,BRASILANDIA,"RUA JOSÉ SIQUEIRA BRITO, S/N, São Paulo",Da 197ª à 216ª.,BRASILÂNDIA,4130.0,1176.0,240.0,1234.0,197.0
-46.741333,-23.468285,6255.0,EMEF. MÁRIO KOSEL FILHO,325.0,VILA CATUPIA,"RUA URUTINGA, 144, São Paulo",Da 81ª à 93ª; 324ª; 336ª; 345ª;,PIRITUBA,2136.0,461.0,156.0,921.0,136.0
-46.587204,-23.468122,6662.0,EE. PROF. EURICO FIGUEIREDO,349.0,JAÇANÃ,"RUA MINISTRO FONSECA FILHO, 75, São Paulo",Da 16ª à 26ª; 368ª; 372ª; 381ª; 394ª; 405ª; 431ª; 579ª;,JAÇANÃ,3161.0,318.0,266.0,1422.0,364.0
-46.657463,-23.467787,4709.0,EE. PROF. ALFREDO GOMES,255.0,VILA BELA VISTA (ZONA NORTE),"RUA MARIA DE SÃO JOSÉ CUNHA, 108, São Paulo",Da 267ª à 280ª.,CASA VERDE,3829.0,469.0,244.0,615.0,143.0
-46.719952,-23.467661,3612.0,EE. PROF. GERALDO HOMERO DE FRANÇA OTTONI,327.0,VILA MIRANTE,"RUA BERNARDO ROLIM DE MOURA, 129, São Paulo",480ª; 488ª; 497ª; 505ª; 515ª; 520ª; 546ª; 558ª; 564ª; 567ª;,NOSSA SENHORA DO Ó,5240.0,800.0,71.0,290.0,78.0
-46.667034,-23.467485,1580.0,CEI. JARDIM PERI,422.0,VILA DIONÍSIA,"RUA AFONSO LOPES VIEIRA, 57, São Paulo",286ª; 297ª; 327ª; 338ª; 346ª;,LAUZANE PAULISTA,1594.0,226.0,118.0,162.0,32.0
-46.67474,-23.467331,359.0,EE. PROFESSOR JÚLIO DE FARIA E SOUZA,376.0,VILA FRANCOS,"RUA POMPEU PEQUENO SOUZA BRASIL, 89, São Paulo",586ª; 622ª;,BRASILÂNDIA,1208.0,34.0,24.0,66.0,13.0
-46.639069,-23.467228,3608.0,COLÉGIO DOM BOSCO A SAO PAULO S/C LTDA,422.0,CONJUNTO DOS BANCARIOS,"RUA SALVADOR TOLEZANO, 495, São Paulo",Da 260ª à 264ª; 288ª; 300ª; 319ª; 328ª; 341ª; 359ª;,LAUZANE PAULISTA,3245.0,258.0,158.0,570.0,182.0
-46.680893,-23.467136,3778.0,EMEF. THÉO DUTRA,376.0,VILA PENTEADO,"AVENIDA GUILHERME DE ALMEIDA, 110, São Paulo",Da 256ª à 258ª; 261ª; 264ª; Da 267ª à 268ª; 272ª; 278ª; 551ª; 609ª; 643ª;,BRASILÂNDIA,4184.0,484.0,198.0,576.0,144.0
-46.631222,-23.467113,2355.0,EXTERNATO HORTO FLORESTAL,422.0,JARDIM CARLU,"AVENIDA SANTA INÊS, 1441, São Paulo",Da 223ª à 226ª; 293ª; 301ª; 356ª;,LAUZANE PAULISTA,1848.0,157.0,95.0,369.0,141.0
-46.577641,-23.46689,5729.0,EE. PROFA. MARIA ANGELITA SAYAGO DE LAET,349.0,JARDIM MODELO,"RUA FREIRE BASTOS, 226, São Paulo",Da 39ª à 52ª; 596ª; 630ª;,JAÇANÃ,1863.0,425.0,194.0,1052.0,183.0
-46.684341,-23.466396,6796.0,EE. PROFESSOR RENATO DE ARRUDA PENTEADO,376.0,JARDIM CARUMBÉ,"RUA FLORIANO DA COSTA BARROSO, 10, São Paulo",337ª; 344ª; 348ª; 364ª; 377ª; 391ª; 407ª; Da 428ª à 429ª; 442ª; 451ª; 465ª; 477ª; 485ª; 498ª; 515ª; 568ª; 587ª;,BRASILÂNDIA,7913.0,1621.0,150.0,791.0,146.0
-46.586632,-23.46615,4240.0,FACULDADES SANTA RITA DE CÁSSIA,349.0,JAÇANÃ,"AV. JAÇANÃ, 648, São Paulo",499ª; 511ª; 522ª; 540ª; 545ª; 554ª; 568ª; 575ª; 601ª; 606ª; 618ª; 629ª;,JAÇANÃ,6768.0,263.0,146.0,656.0,264.0
-46.681713,-23.465797,937.0,EMEI ANITA GARIBALDI,376.0,PARQUE BELÉM,"RUA OTELO ZELONI, 60, São Paulo",456ª; 507ª; 552ª; 598ª;,BRASILÂNDIA,2113.0,106.0,46.0,132.0,36.0
-46.662151,-23.465691,5733.0,EMEF. PROF. OSWALDO QUIRINO SIMÕES,255.0,VILA DIONÍSIA,"RUA CAMILO PEÇANHA, 10, São Paulo",Da 242ª à 251ª; Da 349ª à 352ª; 385ª; 499ª; 505ª;,CASA VERDE,5256.0,644.0,267.0,671.0,205.0
-46.671291,-23.465557,2311.0,EMEF. PROFESSOR PRIMO PASCOLI MELARE,376.0,JARDIM DOS FRANCOS,"AVENIDA INAJAR DE SOUZA, 6975, São Paulo",338ª; 349ª; 389ª; 444ª; 493ª; 527ª; 594ª; 640ª;,BRASILÂNDIA,3774.0,476.0,74.0,257.0,75.0
-46.597618,-23.46555,2003.0,E.M.E.I. PROF. TAUFIK DAUD KURBAN,256.0,VILA NOVA MAZZEI,"RUA MANUEL GAYA, 500, São Paulo",261ª; 264ª; 295ª; 314ª; 338ª;,TUCURUVI,1472.0,126.0,71.0,240.0,176.0
-46.605751,-23.4652,6626.0,EE. PROF. RAFAEL DE MORAES LIMA,256.0,JARDIM DONA LEONOR MENDES DE BARROS,"RUA LAVÍNIA PACHECO E SILVA, S/N, São Paulo",Da 99ª à 117ª.,TUCURUVI,2052.0,407.0,219.0,992.0,648.0
