aptos_por_local,bairro,endereco,lat,local_de_votacao,long,secoes_eleitorais,zona_eleitoral_nome,zona_eleitoral_nro
4866,PARQUE RESIDENCIAL COCAIA,"RUA MINISTRO MÁRIO DAVID ANDREAZZA, 50, São Paulo",-23.742899,EE. WASHINGTON ALVES NATEL,-46.670147,654ª; 663ª; 669ª; 677ª; 689ª; 696ª; 700ª; 710ª; 718ª; 723ª; 730ª; 732ª; 744ª; 749ª; 753ª; 759ª; 762ª; 766ª;,GRAJAÚ,371
4964,PARQUE RESIDENCIAL COCAIA,"RUA MINISTRO MÁRIO DAVID ANDREAZZA, 94, São Paulo",-23.742794,EE. PROFA. ANA MARIA BENTO,-46.670811,550ª; 558ª; 567ª; 574ª; 578ª; 585ª; 589ª; Da 594ª à 595ª; 611ª; 619ª; 628ª; 641ª; 650ª;,GRAJAÚ,371
3264,PARQUE AMERICA,"RUA PAULO ARAÚJO NOVAES, 190, São Paulo",-23.727459,EE. ITIRO MUTO,-46.691036,603ª; 609ª; 615ª; 636ª; 648ª; 660ª; 670ª; 683ª; 699ª; 716ª;,GRAJAÚ,371
5541,PARQUE COCAIA,"RUA PORTUNHOS, 67, São Paulo",-23.754675,EMEF. PADRE JOSÉ PEGORARO,-46.677742,600ª; 616ª; 629ª; 640ª; 649ª; 657ª; 667ª; 674ª; 678ª; 688ª; 694ª; 705ª; 711ª; 719ª; 728ª;,GRAJAÚ,371
4720,CONJUNTO HABITACIONAL BRIGADEIRO FARIA LIMA,"RUA SÃO JOSÉ DO RIO PRETO, 17, São Paulo",-23.752993,EMEF. JOAQUIM BENTO ALVES DE LIMA NETO,-46.682797,Da 1ª à 14ª.,GRAJAÚ,371
4409,GRAJAU,"RUA SÃO JOSÉ DO RIO PRETO, S/N, São Paulo",-23.75576,EE. PRESIDENTE JOÃO GOULART,-46.682549,328ª; 332ª; Da 334ª à 335ª; 339ª; Da 345ª à 346ª; 351ª; 353ª; 358ª; 361ª; 363ª; 366ª;,GRAJAÚ,371
6241,PARQUE RESIDENCIAL VERA CRUZ,"AV. DOS FUNCIONÁRIOS PÚBLICOS,1860, São Paulo",-23.7339,EE. DOM AGUINELO CARDEAL ROSSI,-46.782219,Da 475ª à 476ª; 479ª; 496ª; 501ª; 510ª; 518ª; 530ª; 540ª; 555ª; 562ª; 570ª; 582ª; 588ª; 592ª; 595ª; 626ª; 656ª; 660ª;,PIRAPORINHA,372
6060,PARQUE ALVES DE LIMA,"AV. FRANCISCO NÓBREGA BARBOSA, 76/160, São Paulo",-23.668118,COLÉGIO COMENDADOR ELIAS ZARZUR,-46.729874,207ª; 221ª; 235ª; 244ª; 261ª; 272ª; 280ª; 283ª; 293ª; 307ª; 331ª; 425ª; 465ª; 497ª; 526ª; 579ª; 635ª; 654ª;,PIRAPORINHA,372
6098,CLUBE DOS FUNCIONARIOS PUBLICOS COLONIA,"AV. FUNCIONÁRIOS PÚBLICOS, 1355, São Paulo",-23.7409,EE. PROFESSORA AMÉLIA KERR NOGUEIRA,-46.782372,316ª; 329ª; 348ª; 356ª; 367ª; 383ª; 391ª; 402ª; 409ª; 423ª; 434ª; 441ª; 450ª; 458ª; 466ª; 620ª; 627ª; 636ª; 640ª; 646ª;,PIRAPORINHA,372
5007,JARDIM BANDEIRANTE,"AVENIDA ANTONIO VIEIRA MISTURA,4, São Paulo",-23.676594,EE. PAULO OCTÁVIO DE AZEVEDO,-46.738354,204ª; 223ª; 236ª; 252ª; 270ª; 290ª; 303ª; 322ª; 414ª; 459ª; 492ª; 527ª; 578ª; 641ª;,PIRAPORINHA,372
7774,JARDIM CAPELA,"AVENIDA JOSÉ ESTIMA FILHO,S/N, São Paulo",-23.725201,EE. PROFESSOR SAMUEL MORSE,-46.788319,418ª; 432ª; 444ª; 453ª; 463ª; 474ª; 481ª; 490ª; 499ª; 508ª; 517ª; 531ª; 539ª; 553ª; 563ª; 572ª; 584ª; 593ª; 598ª; 610ª;,PIRAPORINHA,372
6360,SITIO VALE VERDE,"ESTRADA DA BARONESA,100, São Paulo",-23.718712,EE. JARDIM CAPELA IV,-46.782833,377ª; 420ª; 426ª; 495ª; 548ª; 609ª; 612ª;,PIRAPORINHA,372
6360,PARQUE DO LAGO,"ESTRADA DA BARONESA,100, São Paulo",-23.718712,EE. PROFESSOR ORLANDO MENDES DE MORAES,-46.782833,190ª; 193ª; Da 201ª à 202ª; 209ª; 213ª; 219ª; Da 229ª à 231ª; 238ª; 241ª;,PIRAPORINHA,372
4505,JARDIM ALFREDO,"ESTRADA DO GUARAPIRANGA,1070, São Paulo",-23.685539,COLÉGIO GUARAPIRANGA,-46.749771,346ª; 379ª; 416ª; 449ª; 473ª; 498ª; 532ª; 545ª; 561ª; 574ª; 591ª; 614ª; 638ª; 652ª;,PIRAPORINHA,372
2490,CHACARA NANI,"ESTRADA DO JARARAU,152, São Paulo",-23.703192,EE. PROFESSORA JOSEPHINA CINTRA DAMIÃO,-46.791576,319ª; 358ª; 393ª; 437ª; 482ª; 547ª; 608ª; 619ª; 651ª;,PIRAPORINHA,372
5939,JARDIM REGINA,"ESTRADA DO M'BOI MIRIM, 2463, São Paulo",-23.675993,EE. JOSÉ LINS DO REGO,-46.752827,Da 97ª à 111ª.,PIRAPORINHA,372
7066,JARDIM DAS FLORES,"ESTRADA DO M'BOI MIRIM, 3583, São Paulo",-23.68091,EE. PROFESSOR LUÍS MAGALHÃES DE ARAÚJO,-46.766048,Da 79ª à 96ª.,PIRAPORINHA,372
3076,VILA BOM JARDIM,"ESTRADA GUAVIRUTUBA,600, São Paulo",-23.685097,E. E. EUDORO VILLELA,-46.764023,511ª; 533ª; 537ª; 546ª; 557ª; 564ª; 571ª; 589ª; 625ª;,PIRAPORINHA,372
3197,JARDIM DAS FLORES,"R. ANTONIO RAPOSO BARRETO,151, São Paulo",-23.674879,EMEF. PRACINHAS DA FORÇA EXPEDICIONÁRIA BRASILEIRA,-46.738209,343ª; 366ª; 389ª; 408ª; 440ª; 469ª; 514ª; 544ª; 601ª; 628ª;,PIRAPORINHA,372
4347,VL STA MARGARIDA,"RUA AMARO ANTONIO DE ARAUJO, 337, São Paulo",-23.679701,EE. PROFESSORA EULÁLIA SILVA,-46.755138,Da 20ª à 31ª.,PIRAPORINHA,372
4228,JARDIM ARACATI,"RUA AMARO GOMES, S/N, São Paulo",-23.72119,EE. SOICHI MABE,-46.770321,313ª; 324ª; 336ª; 347ª; 362ª; 378ª; 387ª; 392ª; 401ª; 421ª; 600ª; 631ª; 650ª; 662ª;,PIRAPORINHA,372
5634,JARDIM FIGUEIRA GRANDE,"RUA BACIO DE FILICAIA, 147, São Paulo",-23.676006,EE. PROFESSOR ELYO FERREIRA DE CASTRO,-46.745815,Da 154ª à 164ª; 186ª; Da 195ª à 196ª; 225ª; 663ª;,PIRAPORINHA,372
5455,JARDIM FIGUEIRA GRANDE,"RUA BONIFÁCIO DE MONTFERRAT,143, São Paulo",-23.67392,CEI JARDIM KLEIN,-46.747639,Da 1ª à 7ª; 342ª; 371ª; 398ª; 422ª; 446ª; 480ª; 534ª;,PIRAPORINHA,372
1016,PARQUE SANTO AMARO,"RUA CAPÃO REDONDO, 1, São Paulo",-23.676975,LAR INFANTIL ALAN KARDEC,-46.753796,529ª; 556ª; 573ª; 621ª;,PIRAPORINHA,372
4312,VILA SANTA LÚCIA,"RUA CARMELO CALI, 240, São Paulo",-23.691443,EE. PROFESSOR FLÁVIO LA SELVA,-46.76572,259ª; 269ª; 278ª; 286ª; 297ª; 311ª; 321ª; 335ª; 429ª; 460ª; 525ª;,PIRAPORINHA,372
6815,JARDIM MAZZA,"RUA CARMEM ESCABIA MOTTA, S/N, São Paulo",-23.67569,EE. PROFESSOR NORBERTO ALVES RODRIGUES,-46.7509,Da 167ª à 170ª; Da 181ª à 182ª; 188ª; 191ª; Da 199ª à 200ª; 205ª; 217ª; 227ª; 262ª; 276ª; 282ª; 287ª; 299ª; 524ª; 577ª;,PIRAPORINHA,372
7388,JARDIM BOA ESPERANCA,"RUA CATALDO PARRILHA, 215, São Paulo",-23.680491,EE. PROFESSORA MARIA PECCIOLI GIANNASI,-46.751919,Da 32ª à 35ª; 198ª; Da 215ª à 216ª; 226ª; 243ª; 257ª; 268ª; 279ª; 292ª; 312ª; 411ª; 436ª;,PIRAPORINHA,372
7388,VL STA MARGARIDA,"RUA CATALDO PARRILHA,215/A, São Paulo",-23.680491,EE. JARDIM ESPERANÇA,-46.751919,462ª; 523ª; 549ª; 580ª; 630ª;,PIRAPORINHA,372
4176,PARQUE DO LAGO,"RUA CEL. FLORIANO ÁLVARO, 57O, São Paulo",-23.712709,EE. GIL VICENTE,-46.780353,317ª; 349ª; 384ª; 419ª; 443ª; 471ª; 494ª; 513ª; 543ª; 569ª; 596ª; 615ª; 645ª; 665ª;,PIRAPORINHA,372
3717,JARDIM COIMBRA,"RUA CONDE DE PROENÇA, 28, São Paulo",-23.682249,EE. DOUTORA  ROSA PAVONE PIMONT,-46.760239,206ª; 220ª; 234ª; 245ª; 258ª; 273ª; 285ª; 302ª; 433ª; 487ª; 633ª;,PIRAPORINHA,372
5545,JARDIM THOMAZ,"RUA CRISTIANIA, 13, São Paulo",-23.671841,EE. MONSENHOR JOÃO BATISTA DE CARVALHO,-46.754509,309ª; 328ª; 337ª; 357ª; 376ª; 397ª; 400ª; 428ª; 457ª; 477ª; 502ª; 536ª; 558ª; 586ª;,PIRAPORINHA,372
324,JARDIM KAGOHARA,"RUA DAS FERMATAS, 120, São Paulo",-23.689981,CEI KAGOHARA,-46.760281,554ª; 606ª;,PIRAPORINHA,372
4143,CHACARA VISTA ALEGRE,"RUA DONA VIRGÍNIA, 100, São Paulo",-23.69281,EE. EUGÊNIO MARIZ DE OLIVEIRA NETTO,-46.74239,318ª; 352ª; 368ª; 394ª; 424ª; 455ª; 483ª; 509ª; 542ª; 583ª; 605ª; 613ª; 642ª; 661ª;,PIRAPORINHA,372
5996,JARDIM AMALIA,"AVENIDA DOM. RODRIGO SANCHES,S/N, São Paulo",-23.6616,EMPG. PROFESSORA IRACEMA MARQUES DA SILVEIRA,-46.784061,Da 182ª à 198ª; 610ª;,CAPÃO REDONDO,373
3450,VILA GILDA,"RUA ENGENHEIRO MILTON ALVARENGA PEIXOTO,20, São Paulo",-23.723558,EMEF TERESA MARGARIDA DA SILVA E ORTA,-46.756195,528ª; 552ª; 559ª; 568ª; 576ª; 585ª; 590ª; 599ª; 607ª; 623ª; 634ª; 639ª; 647ª; 653ª; 659ª;,PIRAPORINHA,372
2623,VILA BOM JARDIM,"RUA HAFIZ ABI CHEDID, 110, São Paulo",-23.68618,EMEF DEZOITO DO FORTE,-46.757111,320ª; 332ª; 364ª; 405ª; 456ª; 507ª; 560ª; 637ª;,PIRAPORINHA,372
5856,GUARAPIRANGA,"RUA HERCÍLIA GONÇALVES DOS SANTOS,16, São Paulo",-23.682461,EE. ANTONIO AGGIO,-46.745972,Da 165ª à 166ª; 180ª; 184ª; 197ª; 211ª; 222ª; 232ª; 240ª; 246ª; 254ª; 264ª; 275ª; 281ª; 289ª; 296ª;,PIRAPORINHA,372
4996,CHACARA SANTANA,"RUA HUMBERTO DE ALMEIDA, 69, São Paulo",-23.672554,EMEF BACHAREL MARIO MOURA DE ALBUQUERQUE,-46.743885,Da 8ª à 19ª; 177ª;,PIRAPORINHA,372
2121,JARDIM NAKAMURA,"RUA IGNÁCIO PARREIRA NEVES,15, São Paulo",-23.697851,EMEI PROFESSORA ASTROGILDA DE ABREU SEVILHA,-46.773449,341ª; 381ª; 417ª; 454ª; 488ª; 535ª;,PIRAPORINHA,372
5245,JARDIM NAKAMURA,"RUA INÁCIO PARREIRAS NEVES ,17, São Paulo",-23.697849,EMEF PROFESSOR CLEMENTE PASTORE,-46.773434,Da 112ª à 123ª; 179ª; 521ª; 658ª;,PIRAPORINHA,372
2242,PARQUE SANTO AMARO,"RUA ITAPAROQUERA, S/N, São Paulo",-23.677509,EMEI VILA REMO,-46.757702,340ª; 360ª; 380ª; 399ª; 413ª; 438ª;,PIRAPORINHA,372
5365,JARDIM SAO JOAQUIM,"RUA JEAN MAROT, 12, São Paulo",-23.68804,EE. PROFESSOR ANTONIO BERNARDES DE OLIVEIRA,-46.750141,315ª; 327ª; 338ª; 355ª; 369ª; 390ª; 412ª; 439ª; 468ª; 491ª; 512ª; 541ª; 567ª; 594ª; 616ª;,PIRAPORINHA,372
7393,JARDIM DAS FLORES,"RUA JOÃO ALVES TORRES, 555, São Paulo",-23.673866,EE. VICENTE LEPORACE,-46.739681,Da 124ª à 142ª; 185ª;,PIRAPORINHA,372
4585,VL STA MARGARIDA,"RUA JOÃO FERREIRA DA SILVA,9, São Paulo",-23.683069,EMEF. PROFESSORA  CAROLINA RENNÓ RIBEIRO DE OLIVEIRA,-46.755901,Da 36ª à 46ª; 178ª;,PIRAPORINHA,372
4284,JARDIM HERCULANO,"RUA JOSÉ CARLOS DOS SANTOS MARQUES,72, São Paulo",-23.692142,EE. OSWALD DE ANDRADE,-46.76059,Da 143ª à 153ª; 643ª;,PIRAPORINHA,372
7179,JARDIM ANGELA (ZONA SUL),"RUA MARCELINO COELHO, 297-A, São Paulo",-23.688561,EMEI BÁRBARA HELIODORA G. DA SILVEIRA,-46.771839,Da 171ª à 174ª.,PIRAPORINHA,372
7179,JARDIM ANGELA (ZONA SUL),"RUA MARCELINO COELHO, 297, São Paulo",-23.688561,EMEF PROFESSOR MÁRIO MARQUES DE OLIVEIRA,-46.771839,Da 64ª à 78ª.,PIRAPORINHA,372
4825,JARDIM ARACATI,"RUA MARCELINO LEITÃO DE OLIVEIRA, S/N, São Paulo",-23.72072,EE. JARDIM ARACATI II,-46.770458,431ª; 442ª; 451ª; 461ª; 472ª; 478ª; 485ª; 493ª; 500ª; 505ª; 515ª; 519ª; 603ª; 622ª;,PIRAPORINHA,372
2988,VILA SANTA LÚCIA,"RUA MARIA CORTADA CODORNIZ, S/N, São Paulo",-23.68865,EMEI FRANCISCA JÚLIA DA SILVA,-46.764919,Da 175ª à 176ª; 187ª; 208ª; 218ª; 228ª; 237ª; 248ª;,PIRAPORINHA,372
4389,JARDIM NAKAMURA,"RUA MIGUEL DIONÍSIO DO VALE, S/N, São Paulo",-23.695869,EE. OSCAR PEREIRA MACHADO,-46.777672,183ª; 192ª; 194ª; 210ª; 212ª; 224ª; 239ª; 249ª; 255ª; 265ª; 277ª; 520ª; 581ª;,PIRAPORINHA,372
5501,ALTO DA RIVIERA,"RUA OLIVIER BACHELIN, 07, São Paulo",-23.700411,EE. PROFESSOR HERCULANO DE FREITAS,-46.76408,314ª; 334ª; 363ª; 386ª; 404ª; 430ª; 452ª; 470ª; 489ª; 503ª; 522ª; 551ª; 575ª; 597ª; 611ª;,PIRAPORINHA,372
3934,JARDIM PLANALTO,"RUA PROF. BARROSO DO AMARAL, 665, São Paulo",-23.68609,EE. JOSÉ RAÚL POLETTO,-46.764801,345ª; 350ª; 359ª; 372ª; 385ª; 395ª; 410ª; 435ª; 447ª; 467ª; 604ª; 666ª;,PIRAPORINHA,372
6495,VILA SANTA LÚCIA,"RUA PROF. BARROSO DO AMARAL,52, São Paulo",-23.686584,EMEF OLIVEIRA VIANA,-46.770157,Da 47ª à 63ª.,PIRAPORINHA,372
4024,PARQUE BOLOGNE,"RUA JIVAROS, 72, São Paulo",-23.67094,EE. FRANCISCO DE PAULA VICENTE DE AZEVEDO,-46.749916,298ª; 301ª; 306ª; 325ª; 374ª; 406ª; 445ª; 486ª; 516ª; 566ª; 617ª; 649ª;,PIRAPORINHA,372
2210,RECANTO SANTO ANTONIO,"RUA RINALDO DE HANDEL, S/N, São Paulo",-23.66633,CEI PARQUE SANTO ANTONIO,-46.748619,323ª; 361ª; 373ª; 504ª; 550ª; 587ª; 624ª; 655ª;,PIRAPORINHA,372
1348,JARDIM SANTA EDWIGES,"RUA SEBASTIÃO SENRET,137, São Paulo",-23.677534,EMEI DINAH SILVEIRA DE QUEIROZ,-46.742279,339ª; 351ª; 375ª; 415ª; 602ª;,PIRAPORINHA,372
5506,RECANTO SANTO ANTONIO,"RUA SIMÃO DE LEMOS, 60, São Paulo",-23.667484,EE SINHÁ PANTOJA,-46.740147,308ª; 330ª; 333ª; 365ª; 382ª; 396ª; 407ª; 427ª; 448ª; 464ª; 484ª; 506ª; 538ª; 565ª;,PIRAPORINHA,372
4109,CHACARA SONHO AZUL,"TRAVESSA MAGONDI, 80, São Paulo",-23.73608,EE. DR. HONÓRIO MONTEIRO,-46.78944,288ª; 291ª; 295ª; 300ª; 305ª; 310ª; 326ª; 353ª; 370ª; 388ª; 403ª; 629ª; 644ª; 657ª;,PIRAPORINHA,372
5031,JARDIM GERMANIA,"AVENIDA AGOSTINHO RUBIN, 301, São Paulo",-23.6586,EE. MIGUEL MUNHOZ FILHO,-46.760181,Da 213ª à 218ª; 245ª; 257ª; 264ª; 277ª; 282ª; 290ª; 298ª; 308ª;,CAPÃO REDONDO,373
2316,JARDIM SAO JOSE,"AVENIDA COMENDADOR SANTANA, 753, São Paulo",-23.67371,EMEI. ANÍSIO TEIXEIRA,-46.773384,Da 458ª à 459ª; 474ª; 486ª; 493ª; 498ª; 504ª;,CAPÃO REDONDO,373
5403,CAPAO REDONDO,"AVENIDA COMENDADOR SANTANA, 821, São Paulo",-23.674368,EMPG. CORONEL MÁRIO RANGEL,-46.773544,Da 20ª à 35ª; 601ª;,CAPÃO REDONDO,373
3355,JARDIM SAO JOSE,"RUA ALFREDO OMETECIDIO, 339, São Paulo",-23.67815,EMEF. DOUTOR JOÃO PEDRO DE CARVALHO NETO,-46.771339,371ª; 386ª; 403ª; 413ª; 425ª; 431ª; 435ª; 439ª; 443ª; 620ª;,CAPÃO REDONDO,373
5861,PARQUE SANTO ANTONIO,"RUA ALTINO ALVES DE ABREU ,110, São Paulo",-23.667336,EE. PROFESSOR ARNALDO LAURINDO,-46.754322,Da 139ª à 152ª; 253ª; 276ª; 607ª;,CAPÃO REDONDO,373
4971,JARDIM SAO JUDAS TADEU,"RUA COMENDADOR ANTUNES DOS SANTOS, 936, São Paulo",-23.670319,EE. DEPUTADO JOÃO SUSSUMU HIRATA,-46.764336,455ª; 480ª; 495ª; 502ª; 508ª; 512ª; 517ª; 521ª; 524ª; 528ª; 532ª; 534ª; 536ª; 540ª; 627ª;,CAPÃO REDONDO,373
5542,CAPAO REDONDO,"RUA COMENDADOR ANTUNES DOS SANTOS,1800, São Paulo",-23.675016,EE. MARTINHO DA SILVA,-46.759079,Da 230ª à 243ª; 311ª; 614ª;,CAPÃO REDONDO,373
6000,JARDIM VAZ DE LIMA,"RUA DANCA DE ANITRA, 01, São Paulo",-23.66836,EE. OCTALLES MARCONDES FERREIRA,-46.7589,Da 122ª à 136ª; 244ª;,CAPÃO REDONDO,373
2957,JARDIM MODELO,"RUA DANIEL GRAN, 01, São Paulo",-23.67452,CEU. CAPÃO REDONDO,-46.76873,593ª; 640ª; 649ª; 657ª; 668ª; 675ª; 686ª; 697ª; 700ª;,CAPÃO REDONDO,373
914,JARDIM ANTONIETA,"RUA DOMENICO FONTANA, S/N, São Paulo",-23.661051,EMEF. GIANFRANCESCO GUARNIERI,-46.760239,592ª; 632ª; 691ª; 708ª;,CAPÃO REDONDO,373
2157,COHAB ADVENTISTA,"RUA DOS JERIBÁS, S/N, São Paulo",-23.663639,EE. WALDYR RODOLPHO DE CASTRO,-46.780411,597ª; 639ª; 661ª; 679ª; 696ª; 701ª; 707ª; 709ª; 713ª; 716ª;,CAPÃO REDONDO,373
3014,PARQUE MARIA HELENA,"RUA DOUTOR BENEDITO MATARAZZO, 5 B, São Paulo",-23.66238,EE. JORGE ANDRADE,-46.764648,369ª; 383ª; 396ª; 410ª; 416ª; 426ª; 436ª; 446ª; 622ª;,CAPÃO REDONDO,373
9752,PARQUE MARIA HELENA,"RUA DR. LUÍS DA FONSECA GALVÃO, 64, São Paulo",-23.661209,ESCOLA SÃO VICENTE DE PAULO,-46.767609,Da 544ª à 545ª; 550ª; 552ª; 555ª; 557ª; Da 560ª à 561ª; 564ª; Da 566ª à 567ª; Da 570ª à 571ª; Da 574ª à 575ª; 577ª; Da 579ª à 580ª; Da 583ª à 585ª; 646ª; 648ª; 656ª; 663ª; 676ª; 693ª;,CAPÃO REDONDO,373
7024,PARQUE MARIA HELENA,"RUA DR. LUIS DA FONSECA GALVÃO,226, São Paulo",-23.66219,EE. PROFESSORA CAROLINA CINTRA DA SILVEIRA,-46.766258,Da 36ª à 50ª; 250ª; 254ª; 258ª; 602ª;,CAPÃO REDONDO,373
4820,JARDIM GERMANIA,"RUA FREDERICK BANTING, S/N, São Paulo",-23.658159,EE. ZENAIDE AVELINO MAIA,-46.759121,370ª; 381ª; 395ª; 406ª; 415ª; 424ª; 432ª; 440ª; 448ª; 463ª; 469ª; 479ª; 621ª;,CAPÃO REDONDO,373
8268,JARDIM IPE,"RUA GASTAO RAUL DE FORTON BOUSQUET, 401, São Paulo",-23.655268,EE. PRESIDENTE CAFÉ FILHO,-46.771999,270ª; 275ª; 284ª; 294ª; 302ª; 309ª; 313ª; 319ª; 322ª; 326ª; 329ª; 331ª; 335ª; 338ª; 342ª; 346ª; 491ª;,CAPÃO REDONDO,373
8268,JARDIM IPE,"RUA GASTÃO RAUL DE FOURTON BOUSQUET, 401, São Paulo",-23.655268,EE JARDIM IPÊ,-46.771999,591ª; 630ª; 660ª; 683ª; 698ª; 702ª; 705ª; 717ª;,CAPÃO REDONDO,373
4993,JARDIM DAS ROSAS(ZONA SUL),"RUA JOÃO DA CRUZ E SOUSA, 444, São Paulo",-23.657709,EE. PROFESSOR TENENTE ARISTON DE OLIVEIRA,-46.789791,546ª; 554ª; 559ª; 563ª; 569ª; 573ª; 578ª; 581ª; 628ª; 645ª; 650ª; 662ª; 678ª; 694ª;,CAPÃO REDONDO,373
7347,CAPAO REDONDO,"RUA MANOEL DUARTE OLIVEIRA, 151, São Paulo",-23.668405,EE. PROFESSOR LEOPOLDO SANTANA,-46.767254,Da 51ª à 67ª; 262ª; 280ª; 603ª;,CAPÃO REDONDO,373
5840,PARQUE LIGIA,"RUA MARIA CALLAS, 30, São Paulo",-23.659473,EMEF. MARIA RITA DE CÁSSIA PINHEIRO SIMÕES BRAGA,-46.783615,368ª; 380ª; 388ª; 392ª; 407ª; 422ª; 441ª; 461ª; 472ª; 489ª; 497ª; 505ª; 511ª; 519ª; 526ª;,CAPÃO REDONDO,373
3662,PARQUE SANTO ANTONIO,"RUA QUINTA DA CONRARIA, 299, São Paulo",-23.667414,EE. HEIDI ALVES LAZZARINI,-46.75811,Da 137ª à 138ª; 341ª; 348ª; 352ª; 358ª; 374ª; 387ª; 466ª; 485ª; 617ª;,CAPÃO REDONDO,373
2722,PARQUE SANTO ANTONIO,"RUA RAIMUNDA FRANKLIN DE MELO, 184, São Paulo",-23.659868,EMEF. OTONIEL MOTTA,-46.754761,588ª; 631ª; 654ª; 669ª; 680ª; 695ª; 699ª; 704ª; 710ª; 714ª;,CAPÃO REDONDO,373
4987,JARDIM MACEDONIA,"RUA SEVERIANO CARDOSO, 280, São Paulo",-23.655224,EE. JORNALISTA DAVID NASSER,-46.786625,382ª; 404ª; 420ª; 437ª; 453ª; 476ª; 490ª; 503ª; 513ª; 522ª; 531ª; 535ª; 626ª; 703ª; 712ª;,CAPÃO REDONDO,373
3977,JARDIM MODELO,"RUA SIMAO ALVES DE ALMEIDA, S/N, São Paulo",-23.672819,EE. REVERENDO PROF. MANOEL DA SILVEIRA PORTO FILHO,-46.768341,339ª; 343ª; 347ª; 349ª; 353ª; 357ª; 362ª; 373ª; 385ª; 451ª; 471ª; 616ª;,CAPÃO REDONDO,373
1363,JARDIM MACEDONIA,"RUA SORIANO DE ALBUQUERQUE, 100, São Paulo",-23.65353,EE. PROFESSOR CESAR YASIGI,-46.788288,629ª; 641ª; 666ª; 689ª; 706ª; 711ª; 715ª;,CAPÃO REDONDO,373
4362,JARDIM DAS ROSAS(ZONA SUL),"RUA TEIXEIRA LOPES, 95, São Paulo",-23.65843,EE. PROFESSOR JOSÉ JOAQUIM CARDOSO DE MELLO NETO,-46.788902,Da 224ª à 229ª; 256ª; 266ª; 269ª; 292ª; 303ª; 320ª; 613ª;,CAPÃO REDONDO,373
3681,VILA LAGEADO,"AV. CORIFEU DE AZEVEDO MARQUES, 2700, São Paulo",-23.571529,EE. PROFA. CLORINDA DANTI,-46.73959,Da 274ª à 278ª; 300ª; 318ª; 337ª; 364ª; 420ª; 438ª; 562ª;,RIO PEQUENO,374
15206,BUTANTA,"AV. DR. VITAL BRASIL, 1000, São Paulo",-23.569733,UNIVERSIDADE SÃO JUDAS TADEU - CAMPUS BUTANTÃ,-46.712887,Da 1ª à 19ª; Da 240ª à 248ª; Da 292ª à 296ª; 301ª; 308ª; 311ª; 355ª; 371ª; 375ª; 395ª; 419ª; 474ª; 508ª; 529ª; Da 568ª à 569ª; 605ª; 722ª;,RIO PEQUENO,374
8423,JARDIM ESMERALDA,"AV. ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA, 1874, São Paulo",-23.603798,EE. PROF. ALMEIDA JÚNIOR,-46.788471,Da 219ª à 227ª; 299ª; Da 550ª à 551ª;,RIO PEQUENO,374
5138,VILA GRAZIELA,"AV. GENERAL MAC ARTHUR, 1304, São Paulo",-23.553703,EMEF. MARECHAL ESPIRIDIÃO ROSAS,-46.753597,Da 249ª à 260ª; Da 590ª à 592ª;,RIO PEQUENO,374
10588,RIO PEQUENO,"AV. JOSÉ JOAQUIM SEABRA, 1187-A, São Paulo",-23.56888,E.E.SÓLON BORGES DOS REIS,-46.75444,Da 144ª à 159ª; 570ª;,RIO PEQUENO,374
10588,RIO PEQUENO,"AV. JOSÉ JOAQUIM SEABRA, 1187, São Paulo",-23.56888,EE. PROF. DANIEL PAULO VERANO PONTES,-46.75444,Da 131ª à 143ª; 298ª; Da 552ª à 553ª;,RIO PEQUENO,374
2424,JAGUARE,"AV. JOSÉ MARIA DA SILVA, 10, São Paulo",-23.544153,EE. PROF. JOÃO CRUZ COSTA,-46.741608,343ª; 390ª; 411ª; 439ª; 462ª; 483ª; 516ª; 557ª;,RIO PEQUENO,374
7618,JARDIM BONFIGLIOLI,"AV. NOSSA SENHORA DA ASSUNÇÃO, 230, São Paulo",-23.573812,EE. PROF. EMYGDIO DE BARROS,-46.742016,Da 99ª à 115ª; 304ª; 312ª; Da 554ª à 556ª;,RIO PEQUENO,374
4127,PARQUE DOS PRINCIPES,"AV. PADRE TIAGO ALBERIONE, 150, São Paulo",-23.57412,EMEF. CONDE LUIZ EDUARDO MATARAZZO,-46.774811,321ª; 325ª; 336ª; 361ª; 380ª; 401ª; 421ª; 446ª; 468ª; 485ª; 501ª; 520ª; 573ª;,RIO PEQUENO,374
648,VILA ANTONIO,"AVENIDA BENEDITO DE LIMA, 407, São Paulo",-23.577854,EMEI. RIO PEQUENO I,-46.765591,694ª; 701ª; 710ª; 730ª;,RIO PEQUENO,374
2927,JARDIM BONFIGLIOLI,"AVENIDA COMENDADOR ALBERTO BONFIGLIOLI, 525, São Paulo",-23.579411,CENTRO DE ENSINO SÃO JOSÉ - UNIDADE II ( COMENDADOR),-46.738838,526ª; 539ª; 617ª; 637ª; 648ª; 657ª; 663ª; 677ª; 685ª; 692ª;,RIO PEQUENO,374
4097,BUTANTA,"AVENIDA CORIFEU DE AZEVEDO MARQUES, 3821, São Paulo",-23.564239,COLÉGIO COSTA ZAVAGLI,-46.745682,523ª; 540ª; 621ª; 625ª; 634ª; 641ª; 647ª; 654ª; 659ª; 665ª; 669ª; 682ª; 686ª; 690ª;,RIO PEQUENO,374
