aptos_por_local,bairro,endereco,lat,local_de_votacao,long,secoes_eleitorais,zona_eleitoral_nome,zona_eleitoral_nro
6705,VILA JOANIZA,"RUA LEONEL DA GAMA BELES, 82, São Paulo",-23.664651,EE. MEXICO,-46.667862,Da 279ª à 288ª; 427ª; 434ª; 446ª; 672ª; 688ª; 706ª; 709ª;,CIDADE ADEMAR,351
6189,JARDIM CAMARGO NOVO,"PRAÇA  MATAÇÕES  S/N, São Paulo",-23.50477,EE. ALBERTO SCHWEITZER,-46.394562,Da 86ª à 100ª; 199ª; 206ª;,ITAIM PAULISTA,352
2058,ITAIM PAULISTA,"PRAÇA SILVA TELLES, 110, São Paulo",-23.497809,COLÉGIO MONFORTE LTDA - OBJETIVO,-46.400299,518ª; 525ª; 528ª; 532ª; 540ª; 548ª; 557ª; 565ª; 569ª; 575ª; 581ª;,ITAIM PAULISTA,352
10798,JARDIM TUA,"R ANTONIO JOÃO DE MEDEIROS, 810 A, São Paulo",-23.515718,EE. REPÚBLICA DO SURINAME,-46.393841,299ª; 305ª; 312ª; 322ª; 325ª; 330ª; 336ª; 341ª; 347ª; 350ª; 370ª; 405ª;,ITAIM PAULISTA,352
6862,VILA SIMONE,"RUA ALFREDO MOREIRA PINTO, S/N, São Paulo",-23.501961,EE. PROF. ARMANDO GOMES DE ARAÚJO,-46.400471,Da 1ª à 19ª.,ITAIM PAULISTA,352
5681,JARDIM ROMANO,"RUA ANDRÉ FURTADO DE MENDONÇA, 561, São Paulo",-23.482931,EE. PROF. JOSÉ BONIFÁCIO ANDRADA E SILVA JARDIM,-46.382618,210ª; Da 215ª à 216ª; 223ª; 229ª; 233ª; 241ª; 244ª; 256ª; 270ª; 283ª; 292ª; 301ª; 320ª; 455ª;,ITAIM PAULISTA,352
6124,PARQUE SANTA AMELIA,"RUA ANTONIO DE CAMARGO ORTIZ, 2, São Paulo",-23.500034,EE. DEPUTADO JOSÉ BUSTAMANTE,-46.379074,Da 157ª à 166ª; 202ª; 207ª; 284ª; 291ª; 473ª; 515ª;,ITAIM PAULISTA,352
1480,JARDIM TUA,"RUA ANTONIO JOÃO DE MEDEIROS, 1901, São Paulo",-23.516541,EMEF. PADRE NILDO DO AMARAL,-46.391502,Da 523ª à 524ª; 531ª; 541ª; 551ª; 563ª; 571ª;,ITAIM PAULISTA,352
10798,JARDIM TUA,"RUA ANTONIO JOÃO DE MEDEIROS, 810, São Paulo",-23.515718,EE. CHARLES DE GAULLE,-46.393841,Da 101ª à 116ª; 200ª; 219ª;,ITAIM PAULISTA,352
1191,ITAIM PAULISTA,"RUA ARISTIDES DE BASILE, 18, São Paulo",-23.490219,EMEF. WANDA OVÍDIO GONÇALVES (TEXIMA),-46.386581,482ª; 494ª; 511ª; 533ª; 564ª; 579ª;,ITAIM PAULISTA,352
5808,ITAIM PAULISTA,"RUA ARY CORDOVIL, 25, São Paulo",-23.5023,EE. SOLDADO PM ÉDER BERNARDES DOS SANTOS,-46.378799,205ª; 212ª; 224ª; 237ª; 246ª; 251ª; 254ª; 266ª; 272ª; 280ª; 287ª; 290ª; 295ª; 304ª; 308ª; 321ª; 369ª; 452ª;,ITAIM PAULISTA,352
5238,VILA SILVA TELES,"RUA BARENA, 177, São Paulo",-23.49856,COLÉGIO SOUZA LOPES,-46.403191,298ª; 306ª; 313ª; 316ª; 328ª; 332ª; 339ª; 346ª; 351ª; 358ª; 372ª; 383ª; 398ª; 420ª; 433ª; 467ª;,ITAIM PAULISTA,352
5537,VILA SILVA TELES,"RUA BENEDITO AQUILINO DE FREITAS, 55, São Paulo",-23.498823,EE. PROFª LAURINDA RODRIGUES PEREIRA LEITE,-46.40369,Da 180ª à 192ª; 468ª; 490ª; 502ª;,ITAIM PAULISTA,352
941,ITAIM PAULISTA,"RUA CARMEM DE ALMEIDA, 41, São Paulo",-23.50284,EE. PROF. RENATO DIAS DE ARAÚJO,-46.380508,417ª; 449ª; 454ª; 549ª;,ITAIM PAULISTA,352
5580,JARDIM DAS OLIVEIRAS,"RUA CARMINE MONETTI, 81, São Paulo",-23.49317,EE. PROF. JOÃO PRADO MARGARIDO,-46.385319,245ª; 248ª; 250ª; 257ª; 267ª; 279ª; Da 288ª à 289ª; 294ª; 296ª; 303ª; 324ª; 476ª; 537ª; 552ª;,ITAIM PAULISTA,352
6157,VILA AIMORE,"RUA CORDÃO DE SÃO FRANCISCO, 977, São Paulo",-23.49342,EMEF. ARMANDO CRIDEY RIGHETTI,-46.400822,Da 38ª à 51ª; 492ª; 510ª; 542ª; 573ª;,ITAIM PAULISTA,352
5371,JARDIM MIRIAM,"RUA CORNÉLIO DE ARZÃO ,1786, São Paulo",-23.516199,EE. PROF. ALCEU GUERNER GONZALEZ,-46.395649,209ª; 217ª; 225ª; 231ª; 236ª; 240ª; 243ª; 249ª; 255ª; 261ª; 265ª; 271ª; 275ª; 281ª; 285ª;,ITAIM PAULISTA,352
5725,CIDADE KEMEL,"RUA DESEMBARGADOR FERNANDO DE ALBUQUERQUE PRADO, 250, São Paulo",-23.509403,EMEF. DR. JOSÉ PEDRO LEITE CORDEIRO,-46.370556,208ª; 214ª; 222ª; 228ª; 234ª; 239ª; 253ª; 260ª; 269ª; 276ª; 286ª; 293ª; 319ª; 480ª; 505ª; 530ª;,ITAIM PAULISTA,352
1663,JARDIM SAO LUIS (ZONA LESTE),"RUA ANTONIO DE SOUZA AMORIM, S/N, São Paulo",-23.516145,EMEF. PROFª IZABEL APARECIDA CRISTOVÃO DA LUZ,-46.372604,465ª; 483ª; 504ª; 520ª; 539ª; 556ª; 577ª;,ITAIM PAULISTA,352
6550,ITAIM PAULISTA,"RUA BARÃO DE ALAGOAS, 223, São Paulo",-23.499774,EMEF. PROF. CARLOS PASQUALE,-46.394577,Da 20ª à 37ª.,ITAIM PAULISTA,352
2503,ITAIM PAULISTA,"R. PADRE VIRGÍLIO CAMPELLO, 100, São Paulo",-23.499774,EE. CRONISTA RUBEM BRAGA,-46.386337,464ª; 493ª; 497ª; 512ª; 527ª; 538ª; 547ª; 555ª; 567ª; 580ª;,ITAIM PAULISTA,352
7053,ITAIM PAULISTA,"ESTRADA TIBÚRCIO DE SOUZA, 1242, São Paulo",-23.50733,COLÉGIO VICTORINO - VIDA ATIVA 2,-46.369171,360ª; 365ª; 368ª; 377ª; 387ª; 395ª; 400ª; 424ª; 430ª; 436ª; 444ª; 447ª; 457ª; 463ª; 485ª; 498ª; 500ª; 507ª; 513ª; 517ª;,ITAIM PAULISTA,352
53,ITAIM PAULISTA,"RUA ARI CORDOVIL, 200, São Paulo",-23.509849,INTERNATO ENCOSTA NORTE,-46.39595,506ª.,ITAIM PAULISTA,352
2379,ITAIM PAULISTA,"RUA ESTUDANTES DA CHINA, 570, São Paulo",-23.501152,EE. ROGER JULES DE CARVALHO MANGE,-46.370857,414ª; 438ª; 459ª; 479ª; 499ª; 521ª; 543ª; 562ª; 574ª; 584ª;,ITAIM PAULISTA,352
5982,VILA ITAIM,"RUA GRUTA DAS PRINCESAS, 165 A, São Paulo",-23.483391,EMEF. PROF. FLÁVIO AUGUSTO ROSA,-46.394058,361ª; 376ª; 385ª; 392ª; 401ª; 410ª; 421ª; 427ª; 439ª; 462ª; 481ª; 496ª; 509ª; 519ª; 534ª; 546ª; 561ª; 576ª;,ITAIM PAULISTA,352
3049,JARDIM DAS OLIVEIRAS,"RUA JOÃO BATISTA DE GODOY, 1000, São Paulo",-23.496271,EE. DR. LAURO CELIDÔNIO GOMES DOS REIS,-46.371674,317ª; 334ª; 338ª; 345ª; 352ª; 364ª; 381ª; 394ª; 407ª; 488ª;,ITAIM PAULISTA,352
6964,JARDIM MABEL,"RUA JOÃO BISCIONE, 200, São Paulo",-23.50387,EMEF. SUD MENNUCCI,-46.38224,297ª; 302ª; 307ª; 311ª; 315ª; 327ª; 331ª; 335ª; 340ª; 344ª; 353ª; 356ª; 367ª; 379ª; 388ª; 399ª; 418ª; 471ª; 503ª;,ITAIM PAULISTA,352
6888,JARDIM NELIA,"RUA JOSÉ ALVES COELHO, 40, São Paulo",-23.51186,EE. PROF. PEDRO BRASIL BANDECHI,-46.384159,Da 52ª à 68ª; 204ª; 220ª; 227ª;,ITAIM PAULISTA,352
5005,JARDIM LAURA,"RUA MAGNÓLIA AZUL 80, São Paulo",-23.511885,EE. DR. HUMBERTO LUIZ D'URSO,-46.388138,359ª; 366ª; 378ª; 390ª; 402ª; 412ª; 428ª; 437ª; 448ª; 450ª; 487ª; 522ª; 536ª; 553ª;,ITAIM PAULISTA,352
1997,JARDIM LAURA,"RUA MANOEL RODRIGUES SANTIAGO, 809, São Paulo",-23.515095,EMEF. PROFª JOSEFA NICÁCIO ARAÚJO (ITAIM A),-46.381241,466ª; 484ª; 501ª; 514ª; 529ª; 544ª; 559ª; 568ª; 582ª;,ITAIM PAULISTA,352
4361,VILA ITAIM,"RUA MANUEL DUARTE FERRO, S/N, São Paulo",-23.488819,EE. REVERENDO MATTATHIAS GOMES DOS SANTOS,-46.388672,Da 167ª à 179ª; 203ª; 469ª;,ITAIM PAULISTA,352
6088,VILA ITAIM,"RUA MANUEL MARTINS DE MELO, 20, São Paulo",-23.492109,EMEF. CAPISTRANO DE ABREU,-46.392811,Da 69ª à 85ª.,ITAIM PAULISTA,352
4087,JARDIM LAURA,"RUA MARGARIDA CARLOS DE ALBUQUERQUE, 288, São Paulo",-23.520126,EE. PROFª NEYDY DE CAMPOS MELGES,-46.384327,413ª; 445ª; 460ª; 477ª; 489ª; 491ª; 508ª; 516ª; 526ª; 535ª; 545ª; 554ª; 566ª; 578ª;,ITAIM PAULISTA,352
6631,JARDIM DAS OLIVEIRAS,"RUA MAXIMIANO CORREA DOS SANTOS 125, São Paulo",-23.494047,EE. ANTONIO DE PÁDUA VIEIRA,-46.376564,Da 139ª à 156ª; 486ª;,ITAIM PAULISTA,352
4758,VILA ITAIM,"RUA SALVADOR BALBINO DE MATOS, S/N, São Paulo",-23.48896,EE. PROF. DÁRIO MONTEIRO DE BRITO,-46.38768,Da 193ª à 198ª; 213ª; 259ª; 264ª; 273ª; 278ª; 282ª; 475ª;,ITAIM PAULISTA,352
3136,JARDIM DAS OLIVEIRAS,"RUA VALDOMIRO GONZAGA DA SILVA, 809, São Paulo",-23.490911,EE. ANTONIO JOSÉ DE SUCRE (OLIVEIRAS II),-46.374226,362ª; 371ª; 408ª; 422ª; 431ª; 443ª; 458ª; 474ª; 560ª; 572ª;,ITAIM PAULISTA,352
3390,JARDIM SÃO PAULO (ZONA LESTE),"AVENIDA MIGUEL ACHIOLE DA FONSECA, 1147, São Paulo",-23.559095,EE. PROFº LUIZ ROSANOVA,-46.400501,Da 1ª à 8ª; 912ª; 957ª;,GUAIANASES,353
7123,VILA BUENOS AIRES,"RUA  DR. RODRIGUES DE ALMEIDA 143, São Paulo",-23.553738,EE. ROCCA DORDALL,-46.417614,604ª; 626ª; 640ª; 677ª; 712ª; 740ª; 772ª; 789ª; 812ª; 821ª; 831ª; 841ª; 849ª; 858ª; 864ª; 873ª; 892ª; 908ª; 916ª;,GUAIANASES,353
5409,JARDIM CENTENÁRIO,"RUA  MIGUEL ARCANJO DUTRA, 253, São Paulo",-23.52491,EE. PROFª  NANCY DE OLIVEIRA FIDALGO,-46.424919,623ª; 659ª; 668ª; 693ª; 728ª; 758ª; 792ª; 818ª; 826ª; 843ª; 860ª; 872ª; 905ª; 918ª; 943ª; 958ª; 979ª;,GUAIANASES,353
3307,JARDIM SÃO PAULO (ZONA LESTE),"RUA  ONOFRE LEITE MEIRELES, 1, São Paulo",-23.562193,EE. AQUILINO RIBEIRO,-46.406628,761ª; 791ª; 816ª; 836ª; 848ª; 861ª; 871ª; 904ª; 923ª; 938ª; 978ª;,GUAIANASES,353
3419,VILA YOLANDA,"RUA ALESSIO PRATI,  42, São Paulo",-23.54405,EMEF.  DIAS GOMES,-46.39127,833ª; 835ª; 844ª; 850ª; 859ª; 866ª; 870ª; 877ª; 910ª; 939ª; 972ª;,GUAIANASES,353
5958,JARDIM SAO LUIS (ZONA LESTE),"RUA PAULO MARTINS GARRO, 25, São Paulo",-23.521182,EE. PROFª DULCE LEITE DA SILVA,-46.378098,Da 123ª à 138ª; 201ª;,ITAIM PAULISTA,352
2499,JARDIM ROBRU,"RUA  DR.  JOSÉ GRAVONSKI,  90, São Paulo",-23.528107,EE. PROFº AURELIO BUARQUE DE HOLANDA FERREIRA,-46.417236,830ª; 845ª; 857ª; 867ª; 874ª; 903ª; 926ª; 942ª; 965ª;,GUAIANASES,353
1621,JARDIM SIPRAMAR,"RUA DANIEL ALOMIA, 325, São Paulo",-23.744812,EMEF. FREI DAMIÃO,-46.696701,655ª; 685ª; 707ª; 720ª; 738ª; 752ª; 764ª;,GRAJAÚ,371
1251,LAGEADO,"RUA ANDES,  851, São Paulo",-23.536707,EMEI.  PROFª  HELENA LOPES SANTANA DA SILVA,-46.406139,829ª; 838ª; 846ª; 851ª;,GUAIANASES,353
5759,LAGEADO,"RUA ANDES, 807, São Paulo",-23.53676,EMEF. IDEMIA DE GODOY,-46.406765,410ª; 462ª; 484ª; 500ª; 524ª; 541ª; 560ª; 593ª; 638ª; 757ª; 785ª; 813ª; 822ª; 880ª; 901ª;,GUAIANASES,353
2326,JARDIM IRENE,"RUA ANTONIO JANUARIO FERRAZ,  80, São Paulo",-23.532129,EE. PROFª MARIA LUCIA AMBROZIO,-46.418987,828ª; 840ª; 854ª; 868ª; 893ª; 915ª; 949ª; 969ª;,GUAIANASES,353
3778,JARDIM SOARES,"RUA BERNARDINO ANTUNES, 200, São Paulo",-23.55146,EE. PROFº SATURNINO PEREIRA,-46.40184,Da 383ª à 384ª; 499ª; 548ª; 610ª; 670ª; 718ª; 770ª; 810ª; 825ª; 890ª; 930ª;,GUAIANASES,353
2447,VILA SAO GERALDO,"RUA CAMARGO E LEME,  78, São Paulo",-23.553259,EMEF. PROFº QUIRINO CARNEIRO RENNÓ,-46.394588,827ª; 842ª; 856ª; 863ª; 876ª; 902ª; 933ª; 940ª;,GUAIANASES,353
2399,GUAIANAZES,"RUA CARANAIBA,  58, São Paulo",-23.544451,EMEF. 25 DE JANEIRO,-46.409481,Da 63ª à 69ª; 936ª;,GUAIANASES,353
5884,LAGEADO,"RUA CHAPADA  DIAMANTINA,  521, São Paulo",-23.543642,EE. JOAQUIM EUGENIO LIMA NETO,-46.402607,Da 337ª à 341ª; Da 365ª à 366ª; 398ª; Da 424ª à 425ª; 485ª; 515ª; 537ª; 561ª; 588ª; 664ª; 924ª;,GUAIANASES,353
3906,VILA PRINCESA ISABEL,"RUA COMANDANTE  CARLOS RUHL,  56, São Paulo",-23.548109,EE. PEDRO TAQUES,-46.419128,Da 70ª à 81ª.,GUAIANASES,353
3661,JARDIM SÃO PAULO (ZONA LESTE),"RUA FELICIANO DE MENDONÇA,  418, São Paulo",-23.552948,EE. PROFª  ERNESTINA DEL BUONO TRAMA,-46.399056,378ª; 428ª; 487ª; 507ª; 535ª; 576ª; 627ª; 887ª; 907ª; 928ª; 961ª;,GUAIANASES,353
3273,JARDIM FANGANIELLO,"RUA FRANCISCO CAPARA ,75   VIELA   11, São Paulo",-23.547003,EE. DEPUTADO  PEDRO GERALDO DA COSTA,-46.391296,605ª; 666ª; 692ª; 735ª; 797ª; 823ª; 853ª; 886ª; 922ª; 925ª;,GUAIANASES,353
2691,JD LOURDES,"RUA FRANCISCO DE SOUTO MAIOR, 14 A, São Paulo",-23.528477,EMEI. PROFESSOR WILSON REIS SANTOS,-46.39286,775ª; 814ª; 839ª; 855ª; 865ª; 888ª; 911ª; 937ª;,GUAIANASES,353
5479,LAGEADO,"RUA FRANCISCO FERNANDES FRAZÃO,  22, São Paulo",-23.53594,EE. PROFª LUCIANE DO ESPIRITO SANTO,-46.39772,655ª; 672ª; 687ª; 710ª; 727ª; 743ª; 764ª; 777ª; 781ª; 796ª; 811ª; 815ª; 824ª; 913ª; 929ª; 959ª;,GUAIANASES,353
6445,LAGEADO,"RUA FRANCISCO FERNANDES FRAZÃO,  37, São Paulo",-23.535891,EE. PROFª BALBINA NETTO VELLOSO,-46.397621,Da 304ª à 310ª; 313ª; 315ª; 319ª; 322ª; Da 324ª à 325ª; 328ª; 334ª; 336ª; 355ª; Da 375ª à 376ª;,GUAIANASES,353
4258,VILA PRIMEIRO DE OUTUBRO,"RUA FREGUESIA  DA CACHOEIRA, 77, São Paulo",-23.5303,EE. PROFº CLÓVIS RENÊ CALABREZ,-46.401901,531ª; 545ª; 558ª; 571ª; 586ª; 609ª; 641ª; 837ª; 895ª; 920ª; 927ª; 944ª; 950ª; 960ª; 964ª; 974ª;,GUAIANASES,353
4776,VILA MINERVA,"RUA GETULINA,  278, São Paulo",-23.541929,EMEF. PROFº JOÃO DE LIMA PAIVA,-46.412788,Da 82ª à 95ª.,GUAIANASES,353
5115,VILA SOLANGE,"RUA IRMÃO DEODORO,  250, São Paulo",-23.544958,EE. PROFª  ZIPORA RUBINSTEIN,-46.420136,Da 154ª à 168ª; 932ª;,GUAIANASES,353
2004,VILA PRINCESA ISABEL,"RUA JOÃO DOS REIS,  4, São Paulo",-23.546589,EMEI.  RODRIGUES DE ABREU,-46.415043,Da 106ª à 111ª; 934ª;,GUAIANASES,353
6989,JARDIM ETELVINA,"RUA JOÃO GOMES DE FARIAS,  205, São Paulo",-23.530649,EE. CESAR DACORSO FILHO,-46.4216,399ª; Da 454ª à 456ª; 466ª; 490ª; 510ª; 530ª; 544ª; 564ª; 579ª; 598ª; 639ª; 782ª; 878ª; 882ª; 919ª; 945ª; 963ª;,GUAIANASES,353
5191,VILA POPULAR,"RUA OTELO AUGUSTO RIBEIRO, 1309, São Paulo",-23.5541,EE. SERGIO ESTANISLAU DE CAMARGO,-46.40762,62ª; 413ª; 463ª; 470ª; 528ª; 559ª; 597ª; 652ª; 688ª; 753ª; 799ª; 819ª; 889ª; 899ª; 968ª;,GUAIANASES,353
4623,JARDIM SÃO PAULO (ZONA LESTE),"RUA ALVARO DA COSTA, 60, São Paulo",-23.538809,EE. FABIO AGAZZI,-46.389084,Da 379ª à 382ª; 577ª; 611ª; 634ª; 669ª; 708ª; 730ª; 767ª; 804ª; 894ª;,GUAIANASES,353
7182,VILA CHABILANDIA,"RUA DARCY MANNO,  97, São Paulo",-23.56084,EE. PROFª  ELIZA RACHEL MACEDO DE SOUZA,-46.415176,Da 124ª à 141ª; 884ª; 947ª; 967ª;,GUAIANASES,353
2002,LAGEADO,"RUA QUIMANGA,  2, São Paulo",-23.53771,EE.  PADRE GIORGIO GAGLIANI CAPUTO,-46.400589,606ª; 629ª; 632ª; 651ª; 682ª; 713ª; 747ª;,GUAIANASES,353
3740,VILA ROSA (ZONA LESTE),"RUA QUINTA DO PAÇO,  45, São Paulo",-23.55333,EE. PROFº SEBASTIÃO FARIA ZIMBRES,-46.408279,Da 50ª à 61ª; 931ª;,GUAIANASES,353
5530,LAGEADO,"RUA SERRA DAS ARARAS, 180, São Paulo",-23.538372,EE. ARACI ZEBRAL TEIXEIRA,-46.40086,377ª; Da 385ª à 386ª; 404ª; Da 443ª à 444ª; 472ª; 480ª; 491ª; 498ª; 504ª; 807ª; 883ª; 896ª; 909ª; 966ª;,GUAIANASES,353
3838,VILA PRINCESA ISABEL,"RUA SERRA DO MAR,  50, São Paulo",-23.5492,EE. HUMBERTO DANTAS,-46.41571,Da 96ª à 105ª; 897ª;,GUAIANASES,353
4293,JARDIM SOARES,"RUA TORRE DE SANTIAGO, 425, São Paulo",-23.54838,EMEF. MADRE JOANA ANGELICA DE JESUS,-46.403061,Da 142ª à 153ª; 935ª;,GUAIANASES,353
5875,JARDIM EDDA,"AV. ANTÔNIO CARLOS BENJAMIN DOS SANTOS, 858, São Paulo",-23.748548,EE. PROFA. ESTHER GARCIA,-46.698383,Da 219ª à 228ª; 247ª; 253ª; 268ª; Da 283ª à 284ª;,GRAJAÚ,371
5940,PARQUE GRAJAU,"AV. DONA BELMIRA MARIN, 2440, São Paulo",-23.761955,EE. PROF. CARLOS DE MORAES ANDRADE,-46.655655,Da 205ª à 213ª; 370ª; 407ª; 410ª; 413ª; 422ª; 487ª; 645ª;,GRAJAÚ,371
4326,GRAJAU,"AV. DONA BELMIRA MARIN, 3312, São Paulo",-23.762178,EE. PROFA. ADELAIDE ROSA FERNANDES MACHADO DE SOUZA,-46.655518,15ª; 392ª; 396ª; 457ª; 485ª; 504ª; 522ª; 532ª; 544ª; 554ª; 565ª; 573ª; 581ª;,GRAJAÚ,371
7615,PARQUE BRASIL,"AV. DONA BELMIRA MARIN, 595, São Paulo",-23.736313,EE. PROF. CARLOS AYRES,-46.694534,Da 53ª à 72ª; 243ª;,GRAJAÚ,371
4413,PARQUE AMERICA,"AV. ROSÁLIA IANNINI CONDE, 55, São Paulo",-23.739485,EE. PROFA. NAIR TOLEDO DAMIÃO,-46.691242,425ª; 450ª; 478ª; 501ª; 517ª; 523ª; 537ª; 553ª; 563ª; 570ª; 580ª; 587ª;,GRAJAÚ,371
4150,JARDIM GAIVOTAS,"AVENIDA SÃO PAULO, S/N, São Paulo",-23.88479,EE. LOTEAMENTO DAS GAIVOTAS 1,-46.644562,602ª; 622ª; 624ª; 638ª; 651ª; 662ª; 680ª; 706ª; 717ª; 729ª;,GRAJAÚ,371
1117,BORORE,"ESTRADA DE ITAQUAQUECETUBA, 9953, São Paulo",-23.79158,EE. PROF. ADRIÃO BERNARDES,-46.639591,556ª; 561ª; 639ª; 702ª;,GRAJAÚ,371
3044,JARDIM SHANGRILA(ZONA SUL),"PRAÇA IRARA BRANCA, S/N, São Paulo",-23.758989,EE. PROFA. CLARINA AMARAL GURGEL,-46.665562,551ª; 555ª; 568ª; 575ª; 584ª; 590ª; 598ª; 618ª;,GRAJAÚ,371
5162,PARQUE GRAJAU,"R. PELAGIA STARBULOV, 324, São Paulo",-23.745153,EMEF. DESEMBARGADOR TEODOMIRO TOLEDO PIZA,-46.691364,Da 33ª à 46ª.,GRAJAÚ,371
2295,JARDIM REIMBERG,"RUA ALBA VALDEZ, S/N, São Paulo",-23.7509,EMEF. LOURIVAL BRANDÃO DOS SANTOS,-46.696369,604ª; 626ª; 647ª; 664ª; 679ª; 691ª;,GRAJAÚ,371
4022,JARDIM SOMARA,"RUA ANTÔNIO FELIPE FILHO, 93, São Paulo",-23.74979,EE. PROF. JACOB THOMAZ ITAPURA DE MIRANDA,-46.689659,427ª; 440ª; 452ª; 500ª; 527ª; 542ª; 559ª; 576ª; 592ª; 599ª; 617ª;,GRAJAÚ,371
2519,PARQUE AMERICA,"RUA AUGUSTO TEIXEIRA, 101, São Paulo",-23.739506,EE. PARQUE NOVO GRAJAÚ,-46.686432,671ª; 681ª; 690ª; 697ª; 704ª; 714ª; 721ª; 763ª;,GRAJAÚ,371
4299,JARDIM SAO BERNARDO,"RUA CANÇÃO DA TERRA, 100, São Paulo",-23.758285,EE. HERBERT BALDUS,-46.704422,340ª; 347ª; 352ª; 359ª; 364ª; 373ª; 380ª; 393ª; 400ª; 409ª; 415ª;,GRAJAÚ,371
1710,JARDIM SAO BERNARDO,"RUA CANÇÃO DA TERRA, 112, São Paulo",-23.758362,EE. PROFA. HILDA FERRAZ KFOURI,-46.704468,633ª; 661ª; 686ª; 708ª; 727ª;,GRAJAÚ,371
4826,PARQUE GRAJAU,"RUA CARMELA TERRANOVA RAIMONDI, 47, São Paulo",-23.74049,EE. EVANDRO CAVALCANTI LINS E SILVA,-46.680512,601ª; 608ª; 614ª; 625ª; 637ª; 642ª; 652ª; 659ª; 666ª; 673ª; 684ª; 698ª; 709ª; 725ª;,GRAJAÚ,371
5642,RECANTO MARISA,"RUA CLARISSA, S/N, São Paulo",-23.753429,EMEF. PLINIO SALGADO,-46.670059,429ª; 446ª; 470ª; 492ª; 507ª; 519ª; 524ª; 533ª; 540ª; 547ª; 672ª; 687ª; 695ª; 724ª; 740ª;,GRAJAÚ,371
6496,PARQUE COCAIA,"RUA ADÉLIA DA SILVA MENDES, 700, São Paulo",-23.754239,EE. IRMÃ CHARLITA,-46.690178,Da 214ª à 218ª; 250ª; 252ª; Da 254ª à 255ª; 266ª; 282ª; 299ª; 367ª; 369ª; 374ª; 376ª; 379ª; 382ª; 384ª; 388ª;,GRAJAÚ,371
365,JARDIM ICARAI,"RUA FRANCESCO BARTOLOZZI, 01, São Paulo",-23.74748,EMEF PROFA. ALDINA ANÁLIA AGOSTINHA TADDEO CONDE,-46.706478,731ª; 737ª; 746ª; 758ª;,GRAJAÚ,371
6151,JARDIM ICARAI,"RUA GIOVANNI GABRIELI, 712, São Paulo",-23.748249,EE. GAL. DE EXERCITO VICENTE DE PAULO DALE COUTINHO,-46.702992,Da 153ª à 168ª.,GRAJAÚ,371
10185,JARDIM DOS MANACAS,"RUA GIUSEPPE TARTINI, 818, São Paulo",-23.75383,EE. PROFA. NEIVA DE LOURDES ANDRADE,-46.704269,606ª; 613ª; 623ª; 635ª; 643ª; 658ª; 668ª; 675ª; 693ª; 703ª; 713ª; 722ª;,GRAJAÚ,371
10185,JARDIM DOS MANACAS,"RUA GIUSEPPE TARTINI, 818, São Paulo",-23.75383,EE. AFRÂNIO DE OLIVEIRA,-46.704269,432ª; 455ª; 472ª; 482ª; 510ª; 521ª; 531ª; 539ª; 552ª; 557ª; 562ª; 569ª; 577ª; 588ª; 596ª;,GRAJAÚ,371
2196,JARDIM EDI,"RUA HENRY ARTHUR JONES, 10, São Paulo",-23.753199,EMEI. MAL.OSVALDO CORDEIRO DE FARIAS,-46.672596,605ª; 607ª; 627ª; 646ª; 656ª; 682ª; 712ª;,GRAJAÚ,371
5266,PARQUE BRASIL,"RUA LOUIS DAQUIM, 199, São Paulo",-23.73963,EE. FRANCISCO ROSWELL FREIRE,-46.696281,Da 169ª à 181ª; 630ª;,GRAJAÚ,371
5993,JARDIM ELIANA,"RUA MARCELINO NOGUEIRA JÚNIOR, 117, São Paulo",-23.75288,EE. PROFA. MARIA LUIZA DE ANDRADE MARTINS ROQUE,-46.668331,260ª; 267ª; 272ª; Da 279ª à 281ª; 291ª; 294ª; 297ª; 303ª; 308ª; 311ª; 316ª; Da 319ª à 320ª; 734ª; 745ª; 754ª; 760ª; 767ª;,GRAJAÚ,371
7414,CANTINHO DO CEU,"RUA MARIA MOASSAB BARBOUR, S/N, São Paulo",-23.74419,CEU. NAVEGANTES,-46.660648,476ª; 490ª; 494ª; 499ª; 518ª; 528ª; 536ª; 546ª; 564ª; 572ª; 579ª; 586ª; 593ª; 597ª; 612ª; 620ª; 634ª; 733ª; 735ª; 743ª; 747ª; 751ª;,GRAJAÚ,371
4643,JARDIM LUCELIA,"RUA MARIA PAPE, 30, São Paulo",-23.761194,EE. PROF. EURIPEDES SIMÕES DE PAULA,-46.673481,428ª; 463ª; 506ª; 529ª; 545ª; 560ª; 571ª; 582ª; 591ª; 610ª; 621ª; 736ª; 739ª; 748ª; 756ª; 761ª;,GRAJAÚ,371
3183,JARDIM LUCELIA,"RUA MARIA PAPE, 31, São Paulo",-23.761198,EE. LEONEL BRIZOLA,-46.673477,632ª; 644ª; 653ª; 665ª; 676ª; 692ª; 701ª; 715ª; 726ª;,GRAJAÚ,371
4700,PARQUE RESIDENCIAL COCAIA,"RUA MINISTRO MÁRIO DAVID ANDREAZZA, 112, São Paulo",-23.742775,EE. DR. ANIZ BADRA,-46.670925,424ª; 441ª; 454ª; 464ª; 479ª; 495ª; 505ª; 514ª; 520ª; 525ª; Da 534ª à 535ª; 538ª; 541ª;,GRAJAÚ,371
